firm,pros,cons,sentiment,rating,work_life_balance,culture_values,diversity_inclusion,career_opp,comp_benefits,senior_mgmt
Oracle,it holds a lot of value to work at oracle the company is very respected great worklife balance,a huge complaint here is that employees feel disposable here often times managers state they want to make you happy but they often fall short of doing so which is coming down from upper management it is obvious that they view you as replaceable and dont care to make their employees happy you would think this would be a concern of theirs especially considering how competitive the employee market is here in the bay area,Negative,2,4.0,1.0,3.0,3.0,1.0,3.0
IBM,ibm has always been very respectful of worklife balance and time off for life events etc leaders are generally very accessible and willing to engage all employee levels the work can be very rewarding,the spreadsheet mentality means that they may not always completely understand how to value a good employee whose benefit to the company rises above their bottom line or utilization tallies particularly in the area of user experience and other creativedesign roles it was not always like this here it seems back in the earlier part of the decade we were encouraged to do the right thing and were rewarded for our efforts and risk in a more organic way,Positive,4,5.0,3.0,3.0,3.0,4.0,4.0
Citi,exposure to many products opportunity to move up within the company if you are a talented worker,politics salaries and promotions are better when you get hired outside of citi a lot of cost cutting within operations and middle office,Positive,4,3.0,3.0,3.0,4.0,3.0,2.0
PwC,big name and people are smart,long hours during busy season,Positive,4,4.0,3.0,3.0,4.0,3.0,4.0
Deloitte,pays well has mentorship opportunities defined performance review structure,you have to find your own projects,Positive,4,3.0,3.0,3.0,3.0,3.0,3.0
American-Express,co workers are great american express is a good company but the travel department needs major revamping,management company policy changes almost every week front line agents take the wrath for everyone no advancement opportunities once you have been flagged with counseling forms write up hostile work eniviroment,Negative,1,1.0,1.0,3.0,1.0,1.0,1.0
Adecco,such a unprofessional origination every seen i am associated with addeco last half yr but each every month i face attendance salary structure issue,no satisfaction level at any stage,Negative,1,1.0,1.0,3.0,1.0,1.0,1.0
Thomas-Cook,good people commission people pay,poor pay bad accodation long houes,Neutral,3,3.0,3.0,3.0,3.0,3.0,3.0
Capita,there is none at all,terrible hours poor bonus scheme long hours,Negative,1,1.0,2.0,2.0,1.0,1.0,1.0
McDonald-s,well and very good training for new crew,very stressful and a bit too long hours,Negative,2,2.0,2.0,3.0,2.0,2.0,2.0
Vodafone,vodafone is a great place to work flexible work hours great benefits,we were recently acquired so unfortunately opportunity is not in my location,Positive,4,5.0,5.0,3.0,4.0,5.0,4.0
KPMG,you get a lot of exposure to a lot of different things annual training was good chance to network was good great opportunities for career advancement weeks pto starting off,high stress long busy season long hours management will tell you one thing and do the opposite if you dont get promoted on schedule then you might be stuck for a long time in the same spot,Positive,4,2.0,3.0,3.0,4.0,4.0,3.0
Goldman-Sachs,in there youll be respect and will have rest time when you need,no problem in the enterprise,Positive,5,5.0,5.0,3.0,5.0,5.0,5.0
Thomson-Reuters,a very good place to work with,there are nothing to say,Positive,5,5.0,5.0,3.0,5.0,5.0,5.0
IBM,one a track record of changing when needed no organization can survive without fundamentally altering itself ibm has survived for over years because of its ability to change when needed the current changes are the most widespread and deepest that have occurred in my time with ibm two the money is good and nearly all of your coworkers work hard and are easy to get along with,one changes are sometime made without a clear benefit change for the sake of change two the benefits to usbased employees has reduced from year to year three executives occasionally fail to lead not manage when leadership is most needed,Neutral,3,3.0,3.0,3.0,3.0,3.0,3.0
Sodexo,salary and benefits were very good and you got paid mileage when you traveled,upper management will do everything they can to get rid of people they dont want so that they can bring in their friends no matter how inexperienced they are,Negative,2,2.0,1.0,3.0,3.0,4.0,1.0
Morgan-Stanley,x overtime in the right roles,just not for me man,Negative,2,3.0,3.0,3.0,3.0,3.0,3.0
McDonald-s,the people are always good to work with,customers speak to you horrible,Neutral,3,3.0,3.0,3.0,3.0,3.0,3.0
KPMG,the people tend to be happy social and hardworking we often spend time together after work and go on trips together when you work long hours every year with your coworkers you become best friends the culture is great and makes the long hours worth it,long hours but you know what you are getting yourself into with any big four,Positive,4,3.0,5.0,3.0,5.0,4.0,4.0
Topshop,the best company if you have a good team and managers,bigger flagship stores have less of a team feel and management keep to themselves there is more progression in smaller stores,Positive,5,5.0,4.0,3.0,3.0,2.0,3.0
Sky,benefits free tv training team morale,hard to get holidays,Positive,5,3.0,4.0,3.0,3.0,4.0,3.0
NHS,close to home and working hours match my needs,lack of progression in career,Positive,4,3.0,3.0,3.0,3.0,3.0,3.0
Citi,it is good to work here,some strict managers dont listen to the staff,Positive,4,3.0,3.0,3.0,3.0,3.0,3.0
JP-Boden-and-Co,great people and friendly culture,office location are not good at recognising and rewarding good talent,Positive,4,4.0,4.0,3.0,3.0,4.0,4.0
KPMG,supportive and empathetic leadership friendly team,long working hours and tight deadlines,Positive,4,3.0,3.0,3.0,3.0,3.0,3.0
Morgan-Stanley,fast paced exciting and the ability to learn new tech in a global enterprise encouraged mobility great leadership and top notch technology,sometimes long work hours high stress situations red tape due to heavily regulated change management rules that can prevent nimble change,Positive,5,3.0,4.0,3.0,5.0,5.0,4.0
LinkedIn,linkedin is a great place to enhance your sales skills and experience,pay is lower than others but benefits are great,Positive,4,4.0,5.0,5.0,3.0,4.0,4.0
Tesco,very good discount for across the stores,hours arent good for someone who wants more hours,Positive,5,4.0,3.0,3.0,4.0,5.0,4.0
Rentokil-Initial,from my line manager through to our managing director there is encouragement to be the best you can be no idea is ever a silly one and there are so many opportunities to make your voice count although most positions are field based the senior management team are visible and so down to earth you can chat to them about your job or about your family holiday progression within ri is encouraged too if you have the right attitude and are willing to work hard you can definitely go places with this company,dont get me wrong you are expected to work hard if you want to come into work and do the bare minimum ri isnt the place for youyou would last seconds however if youre the type of person that likes a challenge and wants to always be the best then you with thrive with this company,Positive,5,3.0,3.0,3.0,3.0,3.0,3.0
